,-141.732422,-125.666016,-109.59961,-93.533204,-77.466798,-61.400392,-45.333986,-29.26758,-13.201174,2.865232,18.931638,34.998044,51.06445,67.130856,83.197262,99.263668,115.330074,131.39648,147.462886,163.529292,171.5624975
-39.559539,-999,-999,-999,-999,4.5053340789,7.0754077732,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8.0501658934,6.4313116449,5.9321648684
-34.091489,-999,-999,-999,-999,4.4535440856,10.3395623436,13.1261690308,-999,-999,-999,10.9298738741,13.4343249284,-999,-999,-999,-999,11.349396065,11.43628307,9.5709887169,-999,-999
-28.623439,-999,-999,18.0208791167,-999,6.4652104827,12.8530961423,13.8222759362,-999,-999,-999,11.6068509022,11.2991281818,-999,-999,-999,-999,12.9753631192,12.4392806589,12.3520869051,-999,-999
-23.155389,-999,-999,-999,-999,11.6431625999,14.5499252067,17.5379563035,-999,-999,-999,14.5638429755,16.7865041684,18.2577745172,-999,-999,-999,16.9631709828,15.3343789737,15.7567559763,19.6030217792,-999
-17.687339,-999,-999,-999,-999,8.1149210337,18.5025992688,20.7774853972,-999,-999,-999,16.7908496445,18.5921926434,19.8907537843,22.0912084055,-999,-999,21.100765228,20.5399725607,20.2184936046,22.5434041313,-999
-12.219289,-999,-999,-999,-999,15.0903696353,24.3242904491,23.5112483709,23.2233847241,-999,-999,18.4474514945,19.3647779221,21.5963113288,-999,-999,-999,23.708190823,23.6159349742,23.8822666473,24.8239295643,-999
-6.751239,-999,-999,-999,-999,22.8858799071,25.7815137666,25.5962623684,23.1375890316,-999,-999,22.820156268,20.8840815744,25.5164835165,-999,-999,25.5133901866,25.0747377307,23.9030075549,23.9023565231,25.6066309143,-999
-1.283189,-999,-999,-999,21.7650266097,23.4569939101,26.0690897052,26.6125961022,-999,-999,23.7330072805,23.9690509367,21.4643948529,26.2054710012,-999,-999,26.5952719029,25.543958162,24.3420815162,25.8526441591,-999,-999
4.184861,-999,-999,-999,-999,22.8805709156,24.8079626228,25.6264486117,-999,24.6395517578,24.7108012953,23.8704917258,24.062925638,26.8306039172,-999,26.2659888065,26.0126455715,25.7446470764,25.113502063,-999,26.3373626457,-999
9.652911,-999,-999,-999,26.4387064774,25.506093509,26.0974924546,-999,-999,25.4223531691,26.1309996957,26.116444019,24.3764892096,27.0548095826,25.9466849687,27.1636528911,27.2607870708,26.1353414582,26.2175253309,-999,26.3373626457,-999
15.120961,-999,-999,28.4432560669,24.2570429314,26.1558248828,26.8057588179,-999,23.6426056649,30.311346229,31.0964852644,30.3323544115,29.7298922313,29.452876695,25.3003587764,27.7074318239,27.2216458517,26.3160222512,27.4992832318,27.823273791,-999,-999
20.589011,-999,-999,22.6826883576,24.3518777802,26.6095042445,26.511879733,-999,-999,33.317507433,33.6734956293,31.0591170154,32.1166602336,33.9815155127,28.4202027608,28.1852350458,25.8397464715,27.7913049644,-999,-999,-999,-999
26.057061,-999,17.5428567614,24.7292345583,27.7016069263,27.4006623658,-999,-999,-999,30.4265164767,33.6737271762,30.0706620319,30.0505971271,33.4379715743,31.5287270985,27.0801827237,21.5514842191,26.3677957713,27.4644244501,-999,-999,-999
31.525111,-999,20.3505557881,25.8881585046,27.1612710174,26.3301641358,-999,-999,-999,24.7691253824,30.7279661071,27.1987273058,28.0976651416,29.9912544486,28.7488112848,11.0996670596,11.8092639066,25.722910493,23.9347868526,-999,-999,-999
36.993161,-999,20.4658537153,21.0845576712,25.0451020245,23.0970787172,-999,-999,19.1158542455,23.0505576033,24.3474157398,22.6136049018,23.9198766023,25.6355657897,20.6123876479,13.4428128039,12.7441961668,23.2424457884,22.4713391509,21.4001149678,-999,-999
42.461211,-999,16.7364596502,17.8731962718,21.7310513928,19.5128260164,16.9739604204,-999,-999,18.9016880181,19.0705102433,19.9012629307,18.9159902548,24.218918557,24.3788726527,19.6065222955,21.2026786829,20.2691556893,19.1569573473,16.6341457063,-999,-999
47.929261,-999,15.1884826142,17.4447976506,17.7117407925,15.6440115932,14.8562180459,13.4930725801,-999,14.9906041644,16.5247939956,17.1562060023,20.4691048148,23.3725807949,22.4464978576,17.9571442047,14.0260359982,16.9303868052,17.9589755016,12.2773937237,8.3590845706,-999
53.397311,11.3861718862,11.872530784,15.1445092688,14.9678889499,11.7740797796,10.7248931456,-999,-999,13.7420108385,15.3629841285,16.9811889314,17.6308431662,18.9266989801,18.6885545509,17.1306141578,13.4223395775,13.4976999892,15.1291218383,14.226334268,8.5945738174,-999
58.865361,8.9902667914,11.4613307397,13.9286965498,11.4811699236,6.9343445872,7.4353964799,4.6609328253,-999,12.1450691597,11.6973923717,14.8177198538,15.7872099913,16.0432685155,16.0072933281,15.8684802222,14.5714909203,13.1849784899,13.2562270383,8.8543378417,9.2379965746,8.0327497628
64.3334095,11.0386663171,11.303110959,9.7868693372,6.6035918296,4.713272234,2.8109514236,-1.5266793727,4.0038685149,7.1853593865,9.6315063769,12.0452622104,13.467593501,13.1082400774,12.3071423921,12.904199724,11.8091726424,12.9837042678,12.2017863349,9.1457057584,8.8080840422,9.0725496715
