,-141.732422,-125.666016,-109.59961,-93.533204,-77.466798,-61.400392,-45.333986,-29.26758,-13.201174,2.865232,18.931638,34.998044,51.06445,67.130856,83.197262,99.263668,115.330074,131.39648,147.462886,163.529292,171.5624975
-39.559539,-999,-999,-999,-999,77.4626807311,70.3378272803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,75.4527860609,87.9388845752,88.3958619219
-34.091489,-999,-999,-999,-999,71.3427239223,73.1256484317,83.5815105742,-999,-999,-999,61.0504219834,58.956687494,-999,-999,-999,-999,67.3816374658,62.3000459194,67.7604733578,-999,-999
-28.623439,-999,-999,80.2406608665,-999,63.3678922643,69.3949517577,80.5429419047,-999,-999,-999,52.4176765975,57.6235102878,-999,-999,-999,-999,54.927438701,49.1549163522,54.1514066328,-999,-999
-23.155389,-999,-999,-999,-999,60.7699972514,60.7209519495,72.5794622945,-999,-999,-999,51.3279938233,65.2549536496,78.0714055704,-999,-999,-999,42.9912067283,36.9069347453,47.4355686045,77.8778390962,-999
-17.687339,-999,-999,-999,-999,50.8782703016,61.7908361398,67.0690100304,-999,-999,-999,50.1259761784,66.25532763,75.984768982,74.4076912849,-999,-999,36.4904014078,34.4199591354,51.9388169704,80.0169078679,-999
-12.219289,-999,-999,-999,-999,64.1649570091,74.4274577097,65.2762776533,82.5066971497,-999,-999,49.3225117262,62.7843999122,75.0028624896,-999,-999,-999,66.6665087722,49.4267197781,68.8296318567,81.5078258727,-999
-6.751239,-999,-999,-999,-999,78.9580919693,83.1510687021,67.8469052789,78.8721537805,-999,-999,64.9825236046,63.8405427165,78.7571413648,-999,-999,80.2933349044,76.063454221,80.1373282593,81.7318464698,82.5878832456,-999
-1.283189,-999,-999,-999,85.7646494004,86.2673862752,84.2176023512,81.8936353989,-999,-999,82.5267986052,81.1332012369,69.2816788925,67.1720678745,-999,-999,82.447102638,82.1788996131,83.7763196398,81.1362222948,-999,-999
4.184861,-999,-999,-999,-999,83.7816013152,80.0923815416,82.2107488289,-999,85.0349100423,84.4693557679,82.5939753393,68.5006912609,63.7279427406,-999,78.2457443666,81.5377869259,83.7357054212,82.3583128379,-999,86.7879125574,-999
9.652911,-999,-999,-999,81.7351439902,81.1022724442,82.1290997698,-999,-999,79.6771036864,78.2277424161,72.4373688813,68.5140214309,65.5273796794,86.1690351616,77.1681332412,81.4166798941,80.6574391708,82.2317091871,-999,86.7879125574,-999
15.120961,-999,-999,75.8561286,76.5015463032,83.3959027741,80.64200429,-999,76.1863347442,62.9874910858,56.4089601281,48.3258012484,48.7506589882,56.8196018669,83.5858685796,73.0981878119,80.8638209284,78.0552773597,82.1973661554,85.8906864179,-999,-999
20.589011,-999,-999,71.240451403,73.6160622944,78.5513038629,79.7854419102,-999,-999,50.8519328142,37.5026119453,30.8173562533,28.2516543313,50.6365148462,77.0984742356,74.7116702336,81.5765578629,80.3956997002,-999,-999,-999,-999
26.057061,-999,83.999999497,57.7450535879,66.0301232119,77.188713063,-999,-999,-999,49.5333344387,36.3238001452,36.2251191673,25.2435582641,33.8797078007,53.3553736915,73.061586137,78.7867502996,78.09792466,82.2218479505,-999,-999,-999
31.525111,-999,71.1184829659,46.473292934,69.422475259,75.8868101434,-999,-999,-999,47.7092077441,45.5190289457,52.5330163781,36.3389031625,24.0850481584,38.8874874766,64.060340379,65.6189652683,76.6827617901,81.3700558099,-999,-999,-999
36.993161,-999,50.7669177825,40.8600855867,66.9495555561,74.5613352987,-999,-999,79.5238130754,55.9786815671,55.4168019454,58.5157620833,44.3080064548,41.7546467123,37.5566216187,46.2620784905,54.3076034052,68.1981110168,79.2484527998,80.4221099473,-999,-999
42.461211,-999,48.7496075497,45.9146472903,67.9484455016,72.0430869939,78.8825254382,-999,-999,61.1588040667,63.3466465466,65.1491408189,63.3678520483,50.7993659313,38.4156897653,41.6622067632,47.6638947823,62.2566439549,77.0287307964,83.1432155528,-999,-999
47.929261,-999,61.3664525773,54.0730283981,69.994718324,73.1385099357,77.680528166,82.7940197447,-999,85.5567697844,73.1507828435,73.1703438934,63.7919990814,46.2590770719,41.8137884474,48.9707761442,56.5395553556,62.5255182112,74.8353142152,84.2727243412,89.710061888,-999
53.397311,81.8689495554,69.4535108485,66.1440036492,72.8196387486,73.9928206667,75.0280463046,-999,-999,83.4140760512,78.8750193327,74.2405694472,69.8399922272,58.8700443851,57.0864789188,61.3920683575,64.9328202417,67.7198164614,71.3839615651,79.5711185814,84.5454392528,-999
58.865361,74.2084379132,67.2834251413,68.3143443619,73.2529434949,77.9505753915,76.875065451,81.1246318514,-999,86.0694240623,78.4212432085,74.0530262811,73.3730522529,69.2824353065,68.9274713974,68.1761928786,66.3921627097,66.1356367287,67.1511411559,75.515049412,79.7529516702,76.2611740488
64.3334095,66.5238585536,65.1259375948,69.7544469998,75.6349817294,79.3990763193,80.3136996877,80.8549506654,83.4092847919,82.4566935866,78.3837746085,72.614108273,73.1822709802,72.9877611756,74.0412134893,71.1747937224,65.2758976073,62.9934563557,63.0359046711,68.4126858062,72.4337152817,73.7287163433
